,date,money,clear_money
2252,2026-01-30 08:00:00,26479.699999999983,16952.05895000098
2253,2026-01-30 12:00:00,26479.699999999983,16952.05895000098
2254,2026-01-30 16:00:00,26479.699999999983,16952.05895000098
2255,2026-01-30 20:00:00,26479.699999999983,16910.50655000098
2256,2026-01-31 00:00:00,26734.29999999999,17165.106550000986
2257,2026-01-31 04:00:00,25384.499999999985,15815.306550000983
2258,2026-01-31 08:00:00,25373.09999999999,15803.90655000099
2259,2026-01-31 12:00:00,25596.999999999985,16027.806550000983
2260,2026-01-31 16:00:00,26070.09999999999,16500.90655000099
2261,2026-01-31 20:00:00,26601.29999999999,16990.614950000992
2262,2026-02-01 00:00:00,26601.29999999999,16949.980650001
2263,2026-02-01 04:00:00,30162.0,20510.680650001013
2264,2026-02-01 08:00:00,29163.09999999999,19511.780650001005
2265,2026-02-01 12:00:00,29043.59999999999,19392.280650001005
2266,2026-02-01 16:00:00,29549.09999999999,19897.780650001005
2267,2026-02-01 20:00:00,29157.79999999999,19506.480650001
2268,2026-02-02 00:00:00,30306.09999999999,20654.780650001005
2269,2026-02-02 04:00:00,30727.5,21076.180650001013
2270,2026-02-02 08:00:00,30938.399999999994,21287.080650001008
2271,2026-02-02 12:00:00,31613.699999999997,21962.38065000101
2272,2026-02-02 16:00:00,31257.29999999999,21605.980650001
2273,2026-02-02 20:00:00,30153.79999999999,20502.480650001
2274,2026-02-03 00:00:00,29069.29999999999,19417.980650001
2275,2026-02-03 04:00:00,29570.699999999997,19919.38065000101
2276,2026-02-03 08:00:00,29177.399999999994,19526.080650001008
2277,2026-02-03 12:00:00,29159.199999999997,19507.88065000101
2278,2026-02-03 16:00:00,29120.0,19468.680650001013
2279,2026-02-03 20:00:00,29829.79999999999,20178.480650001
2280,2026-02-04 00:00:00,29775.79999999999,20124.480650001
2281,2026-02-04 04:00:00,32976.09999999999,23324.780650001005
2282,2026-02-04 08:00:00,32137.5,22486.180650001013
2283,2026-02-04 12:00:00,31208.79999999999,21557.480650001
2284,2026-02-04 16:00:00,31391.0,21739.680650001013
2285,2026-02-04 20:00:00,31882.29999999999,22230.980650001
2286,2026-02-05 00:00:00,33762.899999999994,24111.580650001008
2287,2026-02-05 04:00:00,33974.59999999999,24323.280650001005
2288,2026-02-05 08:00:00,34732.5,25081.180650001013
2289,2026-02-05 12:00:00,36671.0,27019.680650001013
2290,2026-02-05 16:00:00,37153.79999999999,27502.480650001
2291,2026-02-05 20:00:00,37590.899999999994,27939.580650001008
2292,2026-02-06 00:00:00,40418.0,30766.680650001013
2293,2026-02-06 04:00:00,42632.49999999999,32981.180650001006
2294,2026-02-06 08:00:00,45001.799999999996,35350.48065000101
2295,2026-02-06 12:00:00,43731.799999999996,34080.48065000101
2296,2026-02-06 16:00:00,43058.7,33407.38065000101
2297,2026-02-06 20:00:00,41283.79999999999,31632.480650001
2298,2026-02-07 00:00:00,39292.399999999994,29641.080650001008
2299,2026-02-07 04:00:00,37194.399999999994,27543.080650001008
2300,2026-02-07 08:00:00,37325.399999999994,27674.080650001008
2301,2026-02-07 12:00:00,36982.79999999999,27331.480650001
2302,2026-02-07 16:00:00,39819.399999999994,30168.080650001008
2303,2026-02-07 20:00:00,39934.79999999999,30283.480650001
2304,2026-02-08 00:00:00,38747.79999999999,29096.480650001
2305,2026-02-08 04:00:00,38528.5,28877.180650001013
2306,2026-02-08 08:00:00,38615.7,28964.38065000101
2307,2026-02-08 12:00:00,38805.2,29153.88065000101
2308,2026-02-08 16:00:00,38204.899999999994,28553.580650001008
2309,2026-02-08 20:00:00,36915.899999999994,27264.580650001008
2310,2026-02-09 00:00:00,36717.29999999999,27065.980650001
2311,2026-02-09 04:00:00,36488.899999999994,26801.89015000101
2312,2026-02-09 08:00:00,36488.899999999994,26801.89015000101
2313,2026-02-09 12:00:00,36488.899999999994,26801.89015000101
2314,2026-02-09 16:00:00,36488.899999999994,26766.693400001008
2315,2026-02-09 20:00:00,37982.5,28260.293400001014
2316,2026-02-10 00:00:00,37353.5,27631.293400001014
2317,2026-02-10 04:00:00,35969.7,26247.49340000101
2318,2026-02-10 08:00:00,36771.899999999994,27014.638150001017
2319,2026-02-10 12:00:00,36771.899999999994,27014.638150001017
2320,2026-02-10 16:00:00,36771.899999999994,27014.638150001017
2321,2026-02-10 20:00:00,36771.899999999994,27014.638150001017
